,Genes,genes,E.genes,mean.all,mean.cl,log2.fc,p.adj
ENSG00000229807,XIST,XIST,ENSG00000229807,143.3874159,234.2140622,0.707909283,9.12E-09
ENSG00000234741,GAS5,GAS5,ENSG00000234741,73.30756258,144.3922239,0.977959106,6.05E-10
ENSG00000235750,KIAA0040,KIAA0040,ENSG00000235750,31.58849857,75.81109085,1.263009558,9.47E-08
ENSG00000239264,TXNDC5,TXNDC5,ENSG00000239264,26.79852155,60.37403868,1.171774902,6.20E-05
ENSG00000239672,NME1,NME1,ENSG00000239672,49.31914504,128.2882675,1.37916954,0
ENSG00000239857,GET4,GET4,ENSG00000239857,26.20151154,69.90940994,1.415836616,6.35E-09
ENSG00000240972,MIF,MIF,ENSG00000240972,106.4771794,376.650536,1.822682323,0
ENSG00000241685,ARPC1A,ARPC1A,ENSG00000241685,52.13913089,89.19924229,0.77466492,0.007421139
ENSG00000242372,EIF6,EIF6,ENSG00000242372,74.6742943,187.0471182,1.324718135,0
ENSG00000244038,DDOST,DDOST,ENSG00000244038,42.53616527,123.1446557,1.533592136,0
ENSG00000244187,TMEM141,TMEM141,ENSG00000244187,36.42508206,71.15403671,0.966013383,0.000774576
ENSG00000244687,UBE2V1,UBE2V1,ENSG00000244687,24.34356139,55.68675572,1.193793999,0.000170282
ENSG00000249915,PDCD6,PDCD6,ENSG00000249915,55.06550499,137.1983487,1.317042367,0
ENSG00000253719,ATXN7L3B,ATXN7L3B,ENSG00000253719,48.24157599,84.73026817,0.812600396,0.006601957
ENSG00000253729,PRKDC,PRKDC,ENSG00000253729,37.77454079,106.9590755,1.501572779,0
ENSG00000254986,DPP3,DPP3,ENSG00000254986,19.99220581,44.26636857,1.146773367,0.006323939
ENSG00000254996,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,ENSG00000254996,32.17884415,87.01408766,1.435136488,2.68E-12
ENSG00000257727,CNPY2,CNPY2,ENSG00000257727,37.37549094,89.45650892,1.259093928,1.37E-09
ENSG00000265681,RPL17,RPL17,ENSG00000265681,28.1230322,72.81173999,1.372418933,7.99E-09
ENSG00000266472,MRPS21,MRPS21,ENSG00000266472,35.19303361,86.37325634,1.295294803,8.57E-10
ENSG00000270641,TSIX,TSIX,ENSG00000270641,33.41954795,83.4567449,1.320336433,9.46E-10
ENSG00000272398,CD24,CD24,ENSG00000272398,369.5476325,1257.616513,1.766859829,0
ENSG00000276023,DUSP14,DUSP14,ENSG00000276023,20.70778583,45.31295086,1.129750143,0.006844617
ENSG00000277791,PSMB3,PSMB3,ENSG00000277791,68.57246285,144.4041926,1.074411385,4.02E-12
